city1,city2,start,end,carrier_lg
"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",2011-07-01,2013-07-01,DL
"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",2014-01-01,2014-04-01,DL
"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",2015-01-01,2015-04-01,DL
"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",2016-01-01,2016-04-01,DL
"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",2016-10-01,2017-01-01,DL
"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",2017-01-01,2017-07-01,WN
"Salt Lake City, UT","Tampa, FL (Metropolitan Area)",2017-10-01,2018-07-01,DL
"Chicago, IL","Fort Myers, FL",2008-01-01,2008-07-01,WN
"Chicago, IL","Fort Myers, FL",2008-07-01,2008-10-01,U5
"Chicago, IL","Fort Myers, FL",2008-10-01,2009-01-01,AA
"Chicago, IL","Fort Myers, FL",2009-01-01,2009-04-01,FL
"Chicago, IL","Fort Myers, FL",2009-04-01,2010-01-01,WN
"Chicago, IL","Fort Myers, FL",2010-01-01,2010-04-01,FL
"Chicago, IL","Fort Myers, FL",2010-04-01,2012-10-01,WN
"Chicago, IL","Fort Myers, FL",2012-10-01,2013-01-01,AA
"Chicago, IL","Fort Myers, FL",2013-01-01,2014-10-01,WN
"Chicago, IL","Fort Myers, FL",2014-10-01,2015-01-01,AA
"Chicago, IL","Fort Myers, FL",2015-01-01,2015-10-01,WN
"Chicago, IL","Fort Myers, FL",2015-10-01,2016-04-01,AA
"Chicago, IL","Fort Myers, FL",2016-04-01,2016-10-01,WN
"Chicago, IL","Fort Myers, FL",2016-10-01,2017-04-01,AA
"Chicago, IL","Fort Myers, FL",2017-04-01,2017-10-01,WN
"Chicago, IL","Fort Myers, FL",2017-10-01,2018-04-01,AA
"Chicago, IL","Fort Myers, FL",2018-04-01,2018-07-01,WN
"St. Louis, MO","Washington, DC (Metropolitan Area)",2008-01-01,2009-07-01,AA
"St. Louis, MO","Washington, DC (Metropolitan Area)",2009-07-01,2010-01-01,WN
"St. Louis, MO","Washington, DC (Metropolitan Area)",2010-01-01,2010-04-01,AA
"St. Louis, MO","Washington, DC (Metropolitan Area)",2010-04-01,2018-07-01,WN
"Dallas/Fort Worth, TX","Philadelphia, PA",2008-01-01,2013-01-01,AA
"Dallas/Fort Worth, TX","Philadelphia, PA",2013-01-01,2015-07-01,US
"Dallas/Fort Worth, TX","Philadelphia, PA",2015-07-01,2018-07-01,AA
"Knoxville, TN","Miami, FL (Metropolitan Area)",2008-04-01,2008-07-01,G4
"Knoxville, TN","Miami, FL (Metropolitan Area)",2009-10-01,2010-01-01,G4
"Knoxville, TN","Miami, FL (Metropolitan Area)",2011-01-01,2011-04-01,G4
"Knoxville, TN","Miami, FL (Metropolitan Area)",2011-10-01,2012-04-01,G4
"Knoxville, TN","Miami, FL (Metropolitan Area)",2013-04-01,2013-07-01,G4
"Knoxville, TN","Miami, FL (Metropolitan Area)",2013-10-01,2014-07-01,G4
"Knoxville, TN","Miami, FL (Metropolitan Area)",2014-10-01,2015-07-01,G4
"Knoxville, TN","Miami, FL (Metropolitan Area)",2015-10-01,2018-07-01,G4
"Miami, FL (Metropolitan Area)","Tulsa, OK",2009-01-01,2009-04-01,AA
"Austin, TX","Nashville, TN",2008-01-01,2018-07-01,WN
"Denver, CO","West Palm Beach/Palm Beach, FL",2008-01-01,2008-04-01,F9
"Denver, CO","West Palm Beach/Palm Beach, FL",2009-01-01,2009-04-01,DL
"Denver, CO","West Palm Beach/Palm Beach, FL",2010-01-01,2010-04-01,DL
"Denver, CO","West Palm Beach/Palm Beach, FL",2014-10-01,2015-04-01,F9
"Denver, CO","West Palm Beach/Palm Beach, FL",2016-01-01,2016-04-01,F9
"Denver, CO","West Palm Beach/Palm Beach, FL",2017-01-01,2017-04-01,F9
"Jacksonville, FL","San Diego, CA",2008-01-01,2008-04-01,DL
"Jacksonville, FL","San Diego, CA",2008-07-01,2010-07-01,DL
"Jacksonville, FL","San Diego, CA",2011-01-01,2011-07-01,DL
"Jacksonville, FL","San Diego, CA",2011-10-01,2012-01-01,DL
"Jacksonville, FL","San Diego, CA",2016-10-01,2017-01-01,DL
"Sacramento, CA","Salt Lake City, UT",2008-01-01,2018-07-01,DL
"Atlanta, GA (Metropolitan Area)","Greensboro/High Point, NC",2010-07-01,2018-07-01,DL
"Chicago, IL","Portland, ME",2008-07-01,2008-10-01,UA
"Chicago, IL","Portland, ME",2009-07-01,2009-10-01,UA
"Chicago, IL","Portland, ME",2013-07-01,2013-10-01,UA
"Chicago, IL","Portland, ME",2015-07-01,2015-10-01,UA
"Lexington, KY","Sanford, FL",2013-04-01,2015-07-01,G4
"Lexington, KY","Sanford, FL",2015-10-01,2016-07-01,G4
"Lexington, KY","Sanford, FL",2016-10-01,2017-07-01,G4
"Las Vegas, NV","Peoria, IL",2008-01-01,2010-10-01,G4
"Las Vegas, NV","Peoria, IL",2011-07-01,2011-10-01,G4
"Las Vegas, NV","Peoria, IL",2013-07-01,2013-10-01,G4
"Las Vegas, NV","Peoria, IL",2014-07-01,2015-01-01,G4
"Las Vegas, NV","Peoria, IL",2015-10-01,2016-01-01,G4
"Las Vegas, NV","Peoria, IL",2016-07-01,2016-10-01,G4
"Billings, MT","Los Angeles, CA (Metropolitan Area)",2012-07-01,2012-10-01,DL
"Denver, CO","Fargo, ND",2009-07-01,2009-10-01,UA
"Denver, CO","Fargo, ND",2013-04-01,2013-07-01,US
"Denver, CO","Fargo, ND",2013-07-01,2013-10-01,F9
"Denver, CO","Fargo, ND",2014-07-01,2015-01-01,F9
"Charlotte, NC","Sacramento, CA",2011-04-01,2011-10-01,DL
"Charlotte, NC","Sacramento, CA",2014-04-01,2014-10-01,US
"Charlotte, NC","Sacramento, CA",2015-04-01,2015-07-01,US
"Charlotte, NC","Sacramento, CA",2015-07-01,2015-10-01,AA
"Charlotte, NC","Sacramento, CA",2016-04-01,2017-01-01,AA
"Charlotte, NC","Sacramento, CA",2017-04-01,2018-01-01,AA
"New Orleans, LA","San Francisco, CA (Metropolitan Area)",2008-01-01,2012-01-01,WN
"New Orleans, LA","San Francisco, CA (Metropolitan Area)",2012-01-01,2012-07-01,UA
"New Orleans, LA","San Francisco, CA (Metropolitan Area)",2012-07-01,2012-10-01,WN
"New Orleans, LA","San Francisco, CA (Metropolitan Area)",2012-10-01,2013-07-01,UA
"New Orleans, LA","San Francisco, CA (Metropolitan Area)",2013-07-01,2013-10-01,WN
"New Orleans, LA","San Francisco, CA (Metropolitan Area)",2013-10-01,2014-04-01,UA
"New Orleans, LA","San Francisco, CA (Metropolitan Area)",2014-04-01,2014-10-01,WN
"New Orleans, LA","San Francisco, CA (Metropolitan Area)",2014-10-01,2015-04-01,UA
"New Orleans, LA","San Francisco, CA (Metropolitan Area)",2015-04-01,2018-07-01,WN
"Albuquerque, NM","Kansas City, MO",2008-04-01,2009-01-01,WN
"Albuquerque, NM","Kansas City, MO",2009-04-01,2010-01-01,WN
"Albuquerque, NM","Kansas City, MO",2010-10-01,2011-01-01,WN
"Detroit, MI","Tucson, AZ",2008-01-01,2008-04-01,AA
"Detroit, MI","Tucson, AZ",2010-01-01,2010-04-01,AA
"Chicago, IL","Wichita, KS",2008-04-01,2008-07-01,AA
"Chicago, IL","Wichita, KS",2008-10-01,2009-01-01,AA
"Chicago, IL","Wichita, KS",2013-04-01,2013-07-01,UA
"Chicago, IL","Wichita, KS",2013-07-01,2014-04-01,WN
"Chicago, IL","Wichita, KS",2014-07-01,2016-04-01,WN
"Chicago, IL","Wichita, KS",2016-04-01,2016-10-01,UA
"Chicago, IL","Wichita, KS",2016-10-01,2017-01-01,AA
"Chicago, IL","Wichita, KS",2017-04-01,2017-07-01,AA
"Chicago, IL","Wichita, KS",2017-10-01,2018-01-01,AA
"Pittsburgh, PA","Seattle, WA",2008-04-01,2009-01-01,UA
"Pittsburgh, PA","Seattle, WA",2009-04-01,2010-04-01,UA
"Pittsburgh, PA","Seattle, WA",2010-04-01,2010-10-01,DL
"Pittsburgh, PA","Seattle, WA",2010-10-01,2011-01-01,UA
"Pittsburgh, PA","Seattle, WA",2011-04-01,2012-01-01,DL
"Pittsburgh, PA","Seattle, WA",2012-04-01,2013-01-01,UA
"Pittsburgh, PA","Seattle, WA",2013-04-01,2014-01-01,UA
"Pittsburgh, PA","Seattle, WA",2014-04-01,2014-07-01,UA
"Pittsburgh, PA","Seattle, WA",2014-07-01,2014-10-01,WN
"Pittsburgh, PA","Seattle, WA",2014-10-01,2015-01-01,UA
"Pittsburgh, PA","Seattle, WA",2015-04-01,2015-07-01,WN
"Pittsburgh, PA","Seattle, WA",2015-07-01,2016-01-01,UA
"Pittsburgh, PA","Seattle, WA",2016-04-01,2017-01-01,UA
"Pittsburgh, PA","Seattle, WA",2017-04-01,2018-01-01,UA
"Pittsburgh, PA","Seattle, WA",2018-04-01,2018-07-01,UA
"Chicago, IL","Raleigh/Durham, NC",2008-01-01,2010-07-01,AA
"Chicago, IL","Raleigh/Durham, NC",2010-07-01,2010-10-01,WN
"Chicago, IL","Raleigh/Durham, NC",2010-10-01,2012-04-01,AA
"Chicago, IL","Raleigh/Durham, NC",2012-04-01,2012-10-01,WN
"Chicago, IL","Raleigh/Durham, NC",2012-10-01,2013-04-01,AA
"Chicago, IL","Raleigh/Durham, NC",2013-04-01,2013-10-01,WN
"Chicago, IL","Raleigh/Durham, NC",2013-10-01,2014-01-01,AA
"Chicago, IL","Raleigh/Durham, NC",2014-01-01,2014-10-01,WN
"Chicago, IL","Raleigh/Durham, NC",2014-10-01,2015-04-01,AA
"Chicago, IL","Raleigh/Durham, NC",2015-04-01,2016-01-01,WN
"Chicago, IL","Raleigh/Durham, NC",2016-01-01,2018-07-01,AA
"Minneapolis/St. Paul, MN","West Palm Beach/Palm Beach, FL",2008-01-01,2008-04-01,SY
"Minneapolis/St. Paul, MN","West Palm Beach/Palm Beach, FL",2009-01-01,2009-04-01,DL
"Minneapolis/St. Paul, MN","West Palm Beach/Palm Beach, FL",2010-01-01,2010-04-01,DL
"Minneapolis/St. Paul, MN","West Palm Beach/Palm Beach, FL",2011-01-01,2011-04-01,DL
"Minneapolis/St. Paul, MN","West Palm Beach/Palm Beach, FL",2017-01-01,2017-04-01,DL
"Minneapolis/St. Paul, MN","West Palm Beach/Palm Beach, FL",2018-01-01,2018-04-01,DL
"Grand Rapids, MI","Miami, FL (Metropolitan Area)",2009-01-01,2009-04-01,NW
"Grand Rapids, MI","Miami, FL (Metropolitan Area)",2010-01-01,2010-07-01,DL
"Grand Rapids, MI","Miami, FL (Metropolitan Area)",2011-01-01,2011-04-01,DL
"Grand Rapids, MI","Miami, FL (Metropolitan Area)",2011-10-01,2012-04-01,DL
"Grand Rapids, MI","Miami, FL (Metropolitan Area)",2013-01-01,2013-04-01,DL
"Grand Rapids, MI","Miami, FL (Metropolitan Area)",2014-01-01,2014-04-01,G4
"Grand Rapids, MI","Miami, FL (Metropolitan Area)",2015-01-01,2015-04-01,DL
"Grand Rapids, MI","Miami, FL (Metropolitan Area)",2016-01-01,2016-04-01,G4
"Grand Rapids, MI","Miami, FL (Metropolitan Area)",2017-01-01,2017-04-01,G4
"Grand Rapids, MI","Miami, FL (Metropolitan Area)",2017-10-01,2018-04-01,DL
"Chicago, IL","Myrtle Beach, SC",2009-04-01,2009-10-01,NK
"Chicago, IL","Myrtle Beach, SC",2010-04-01,2010-10-01,NK
"Chicago, IL","Myrtle Beach, SC",2011-04-01,2011-10-01,NK
"Chicago, IL","Myrtle Beach, SC",2012-04-01,2012-10-01,NK
"Chicago, IL","Myrtle Beach, SC",2013-04-01,2013-10-01,NK
"Chicago, IL","Myrtle Beach, SC",2014-04-01,2014-10-01,NK
"Chicago, IL","Myrtle Beach, SC",2015-04-01,2015-10-01,NK
"Chicago, IL","Myrtle Beach, SC",2016-04-01,2016-10-01,NK
"Chicago, IL","Myrtle Beach, SC",2017-04-01,2017-10-01,NK
"Chicago, IL","Myrtle Beach, SC",2018-04-01,2018-07-01,NK
"Albany, NY","Fort Myers, FL",2008-01-01,2008-04-01,WN
"Albany, NY","Fort Myers, FL",2009-01-01,2009-04-01,WN
"Albany, NY","Fort Myers, FL",2010-01-01,2010-04-01,WN
"Albany, NY","Fort Myers, FL",2011-01-01,2011-04-01,WN
"Albany, NY","Fort Myers, FL",2014-01-01,2014-04-01,WN
"Albany, NY","Fort Myers, FL",2016-01-01,2016-04-01,WN
"Albany, NY","Fort Myers, FL",2017-01-01,2017-04-01,WN
"Albany, NY","Fort Myers, FL",2018-01-01,2018-04-01,WN
"Milwaukee, WI","Raleigh/Durham, NC",2008-04-01,2008-07-01,YX
"Milwaukee, WI","Raleigh/Durham, NC",2010-04-01,2010-10-01,YX
"Milwaukee, WI","Raleigh/Durham, NC",2010-10-01,2011-01-01,F9
"Minneapolis/St. Paul, MN","Tucson, AZ",2008-01-01,2008-04-01,NW
"Minneapolis/St. Paul, MN","Tucson, AZ",2009-01-01,2009-07-01,NW
"Minneapolis/St. Paul, MN","Tucson, AZ",2009-10-01,2010-01-01,NW
"Minneapolis/St. Paul, MN","Tucson, AZ",2010-01-01,2010-07-01,DL
"Minneapolis/St. Paul, MN","Tucson, AZ",2011-01-01,2011-04-01,DL
"Minneapolis/St. Paul, MN","Tucson, AZ",2011-10-01,2012-04-01,DL
"Minneapolis/St. Paul, MN","Tucson, AZ",2013-01-01,2013-04-01,DL
"Minneapolis/St. Paul, MN","Tucson, AZ",2014-01-01,2014-04-01,DL
"Minneapolis/St. Paul, MN","Tucson, AZ",2015-01-01,2015-04-01,DL
"Minneapolis/St. Paul, MN","Tucson, AZ",2016-01-01,2016-04-01,DL
"Minneapolis/St. Paul, MN","Tucson, AZ",2017-01-01,2017-04-01,DL
"Minneapolis/St. Paul, MN","Tucson, AZ",2018-01-01,2018-04-01,DL
"Dallas/Fort Worth, TX","Wichita, KS",2013-07-01,2015-07-01,AA
"Dallas/Fort Worth, TX","Wichita, KS",2015-10-01,2016-04-01,AA
"Cedar Rapids/Iowa City, IA","Denver, CO",2012-07-01,2014-01-01,UA
"Cedar Rapids/Iowa City, IA","Denver, CO",2015-10-01,2016-01-01,F9
"Cedar Rapids/Iowa City, IA","Denver, CO",2017-07-01,2018-01-01,UA
"Bangor, ME","Sanford, FL",2010-01-01,2010-04-01,G4
"Bangor, ME","Sanford, FL",2012-01-01,2012-04-01,G4
"Bangor, ME","Sanford, FL",2013-01-01,2013-04-01,G4
"Bangor, ME","Sanford, FL",2014-01-01,2014-04-01,G4
"Bangor, ME","Sanford, FL",2015-01-01,2015-04-01,G4
"Bangor, ME","Sanford, FL",2016-01-01,2016-04-01,G4
"Bangor, ME","Sanford, FL",2017-01-01,2017-04-01,G4
"Bangor, ME","Sanford, FL",2018-01-01,2018-04-01,G4
"Jackson, WY","New York City, NY (Metropolitan Area)",2008-07-01,2008-10-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2009-07-01,2009-10-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2010-01-01,2010-04-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2010-07-01,2010-10-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2011-01-01,2011-04-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2011-07-01,2011-10-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2012-07-01,2012-10-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2013-01-01,2013-04-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2013-07-01,2013-10-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2014-01-01,2014-04-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2015-01-01,2015-04-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2015-07-01,2015-10-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2016-01-01,2016-04-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2016-07-01,2016-10-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2017-01-01,2017-04-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2017-07-01,2017-10-01,UA
"Jackson, WY","New York City, NY (Metropolitan Area)",2018-01-01,2018-04-01,UA
"Rochester, NY","San Francisco, CA (Metropolitan Area)",2008-07-01,2008-10-01,UA
"Rochester, NY","San Francisco, CA (Metropolitan Area)",2010-04-01,2010-10-01,UA
"Rochester, NY","San Francisco, CA (Metropolitan Area)",2012-07-01,2012-10-01,UA
"Rochester, NY","San Francisco, CA (Metropolitan Area)",2013-07-01,2013-10-01,UA
"Rochester, NY","San Francisco, CA (Metropolitan Area)",2014-04-01,2014-10-01,UA
"Rochester, NY","San Francisco, CA (Metropolitan Area)",2015-07-01,2015-10-01,UA
"Rochester, NY","San Francisco, CA (Metropolitan Area)",2017-07-01,2017-10-01,UA
"Greenville/Spartanburg, SC","Houston, TX",2011-04-01,2012-04-01,WN
"Greenville/Spartanburg, SC","Houston, TX",2012-10-01,2014-01-01,WN
"Greenville/Spartanburg, SC","Houston, TX",2014-04-01,2015-01-01,WN
"Greenville/Spartanburg, SC","Houston, TX",2015-04-01,2016-01-01,WN
"Hartford, CT","West Palm Beach/Palm Beach, FL",2008-01-01,2009-07-01,DL
"Hartford, CT","West Palm Beach/Palm Beach, FL",2009-07-01,2009-10-01,NW
"Hartford, CT","West Palm Beach/Palm Beach, FL",2009-10-01,2011-07-01,DL
"Hartford, CT","West Palm Beach/Palm Beach, FL",2012-01-01,2018-07-01,B6
"Las Vegas, NV","Stockton, CA",2010-07-01,2010-10-01,G4
"Las Vegas, NV","Stockton, CA",2011-04-01,2012-07-01,G4
"Las Vegas, NV","Stockton, CA",2013-04-01,2018-07-01,G4
"Corpus Christi, TX","Dallas/Fort Worth, TX",2008-01-01,2010-01-01,WN
"Corpus Christi, TX","Dallas/Fort Worth, TX",2010-01-01,2010-07-01,AA
"Corpus Christi, TX","Dallas/Fort Worth, TX",2010-07-01,2011-01-01,WN
"Corpus Christi, TX","Dallas/Fort Worth, TX",2011-01-01,2018-07-01,AA
"Raleigh/Durham, NC","Salt Lake City, UT",2008-01-01,2008-04-01,DL
"Raleigh/Durham, NC","Salt Lake City, UT",2008-10-01,2009-04-01,DL
"Raleigh/Durham, NC","Salt Lake City, UT",2009-07-01,2009-10-01,DL
"Raleigh/Durham, NC","Salt Lake City, UT",2010-01-01,2010-04-01,DL
"Raleigh/Durham, NC","Salt Lake City, UT",2013-07-01,2013-10-01,DL
"Raleigh/Durham, NC","Salt Lake City, UT",2014-01-01,2014-04-01,DL
"Raleigh/Durham, NC","Salt Lake City, UT",2014-07-01,2014-10-01,DL
"Raleigh/Durham, NC","Salt Lake City, UT",2015-01-01,2018-07-01,DL
"Orlando, FL","Quad Cities, IL (Metropolitan Area)",2008-01-01,2008-04-01,FL
"Orlando, FL","Quad Cities, IL (Metropolitan Area)",2008-10-01,2010-07-01,FL
"Orlando, FL","Quad Cities, IL (Metropolitan Area)",2010-10-01,2011-04-01,FL
"Orlando, FL","Tulsa, OK",2008-01-01,2009-07-01,AA
"Orlando, FL","Tulsa, OK",2010-04-01,2010-07-01,WN
"Orlando, FL","Tulsa, OK",2018-01-01,2018-04-01,AA
"Orlando, FL","Tulsa, OK",2018-04-01,2018-07-01,WN
"Greensboro/High Point, NC","Miami, FL (Metropolitan Area)",2008-04-01,2008-10-01,US
"Greensboro/High Point, NC","Miami, FL (Metropolitan Area)",2010-10-01,2011-01-01,US
"Greensboro/High Point, NC","Miami, FL (Metropolitan Area)",2011-01-01,2011-04-01,AA
"Greensboro/High Point, NC","Miami, FL (Metropolitan Area)",2011-10-01,2012-04-01,AA
"Greensboro/High Point, NC","Miami, FL (Metropolitan Area)",2012-04-01,2012-07-01,DL
"Greensboro/High Point, NC","Miami, FL (Metropolitan Area)",2012-10-01,2013-04-01,AA
"Greensboro/High Point, NC","Miami, FL (Metropolitan Area)",2013-04-01,2013-07-01,US
"Greensboro/High Point, NC","Miami, FL (Metropolitan Area)",2013-10-01,2014-01-01,US
"Greensboro/High Point, NC","Miami, FL (Metropolitan Area)",2014-01-01,2014-04-01,AA
"Greensboro/High Point, NC","Miami, FL (Metropolitan Area)",2014-10-01,2015-01-01,US
"Greensboro/High Point, NC","Miami, FL (Metropolitan Area)",2015-01-01,2015-07-01,DL
"Greensboro/High Point, NC","Miami, FL (Metropolitan Area)",2015-07-01,2016-07-01,AA
"Greensboro/High Point, NC","Miami, FL (Metropolitan Area)",2017-01-01,2017-04-01,AA
"Dallas/Fort Worth, TX","Fayetteville, AR",2009-04-01,2009-07-01,AA
"Dallas/Fort Worth, TX","Fayetteville, AR",2017-01-01,2017-07-01,AA
"Dallas/Fort Worth, TX","Fayetteville, AR",2017-10-01,2018-07-01,AA
"Dallas/Fort Worth, TX","Eagle, CO",2009-01-01,2009-04-01,AA
"Indianapolis, IN","Portland, OR",2008-04-01,2008-10-01,NW
"Indianapolis, IN","Portland, OR",2008-10-01,2009-01-01,UA
"Indianapolis, IN","Portland, OR",2009-04-01,2009-10-01,UA
"Indianapolis, IN","Portland, OR",2010-07-01,2010-10-01,DL
"Indianapolis, IN","Portland, OR",2011-07-01,2011-10-01,F9
"Indianapolis, IN","Portland, OR",2012-04-01,2012-07-01,WN
"Indianapolis, IN","Portland, OR",2012-07-01,2012-10-01,F9
"Indianapolis, IN","Portland, OR",2013-07-01,2013-10-01,F9
"Indianapolis, IN","Portland, OR",2014-07-01,2014-10-01,F9
"Indianapolis, IN","Portland, OR",2015-04-01,2015-10-01,DL
"Indianapolis, IN","Portland, OR",2016-04-01,2016-10-01,WN
"Indianapolis, IN","Portland, OR",2017-04-01,2017-10-01,WN
"Indianapolis, IN","Portland, OR",2018-04-01,2018-07-01,WN
"Oklahoma City, OK","St. Louis, MO",2009-01-01,2009-10-01,WN
"Oklahoma City, OK","St. Louis, MO",2010-04-01,2010-07-01,WN
"Oklahoma City, OK","St. Louis, MO",2011-10-01,2012-01-01,WN
"Oklahoma City, OK","St. Louis, MO",2012-04-01,2013-01-01,WN
"Columbia, SC","Dallas/Fort Worth, TX",2011-10-01,2012-01-01,AA
"Albuquerque, NM","Minneapolis/St. Paul, MN",2008-01-01,2010-01-01,NW
"Albuquerque, NM","Minneapolis/St. Paul, MN",2010-04-01,2010-10-01,DL
"Albuquerque, NM","Minneapolis/St. Paul, MN",2011-07-01,2012-01-01,DL
"Albuquerque, NM","Minneapolis/St. Paul, MN",2013-07-01,2013-10-01,DL
"Albuquerque, NM","Minneapolis/St. Paul, MN",2016-07-01,2016-10-01,DL
"Latrobe, PA","Miami, FL (Metropolitan Area)",2013-01-01,2013-04-01,NK
"Latrobe, PA","Miami, FL (Metropolitan Area)",2014-01-01,2014-04-01,NK
"Latrobe, PA","Miami, FL (Metropolitan Area)",2015-01-01,2015-04-01,NK
"Detroit, MI","Norfolk, VA (Metropolitan Area)",2008-04-01,2008-10-01,NW
"Jacksonville, FL","Kansas City, MO",2008-10-01,2009-01-01,DL
"Jacksonville, FL","Kansas City, MO",2009-04-01,2009-07-01,DL
"Chicago, IL","Pensacola, FL",2009-04-01,2009-07-01,DL
"Chicago, IL","Pensacola, FL",2014-04-01,2014-07-01,DL
"Chicago, IL","Pensacola, FL",2014-10-01,2015-10-01,DL
"Chicago, IL","Pensacola, FL",2016-01-01,2016-10-01,DL
"Chicago, IL","Pensacola, FL",2018-04-01,2018-07-01,UA
"Daytona Beach, FL","Washington, DC (Metropolitan Area)",2008-01-01,2008-04-01,FL
"Fort Myers, FL","Nashville, TN",2009-01-01,2009-04-01,WN
"Fort Myers, FL","Nashville, TN",2012-01-01,2012-04-01,WN
"Fort Myers, FL","Nashville, TN",2013-01-01,2013-04-01,WN
"Fort Myers, FL","Nashville, TN",2014-01-01,2014-04-01,WN
"Fort Myers, FL","Nashville, TN",2015-01-01,2015-04-01,WN
"Fort Myers, FL","Nashville, TN",2016-01-01,2016-04-01,WN
"Fort Myers, FL","Nashville, TN",2017-01-01,2017-04-01,WN
"Fort Myers, FL","Nashville, TN",2018-01-01,2018-04-01,WN
"Albuquerque, NM","Philadelphia, PA",2008-04-01,2008-10-01,AA
"Albuquerque, NM","Philadelphia, PA",2008-10-01,2009-01-01,WN
"Albuquerque, NM","Philadelphia, PA",2009-04-01,2009-10-01,AA
"Albuquerque, NM","Philadelphia, PA",2009-10-01,2010-01-01,WN
"Albuquerque, NM","Philadelphia, PA",2010-04-01,2010-10-01,AA
"Albuquerque, NM","Philadelphia, PA",2011-07-01,2011-10-01,AA
"Albuquerque, NM","Philadelphia, PA",2012-07-01,2012-10-01,AA
"Pittsburgh, PA","West Palm Beach/Palm Beach, FL",2008-01-01,2008-04-01,US
"Pittsburgh, PA","West Palm Beach/Palm Beach, FL",2008-10-01,2009-07-01,US
"Pittsburgh, PA","West Palm Beach/Palm Beach, FL",2009-10-01,2010-04-01,US
"Pittsburgh, PA","West Palm Beach/Palm Beach, FL",2010-10-01,2011-07-01,US
"Pittsburgh, PA","West Palm Beach/Palm Beach, FL",2011-10-01,2012-04-01,US
"Pittsburgh, PA","West Palm Beach/Palm Beach, FL",2013-01-01,2013-04-01,WN
"Pittsburgh, PA","West Palm Beach/Palm Beach, FL",2014-01-01,2014-04-01,US
"Pittsburgh, PA","West Palm Beach/Palm Beach, FL",2015-01-01,2015-04-01,US
"Pittsburgh, PA","West Palm Beach/Palm Beach, FL",2016-01-01,2016-04-01,AA
"Houston, TX","Reno, NV",2008-01-01,2008-04-01,CO
"Houston, TX","Reno, NV",2009-01-01,2009-04-01,WN
"Houston, TX","Reno, NV",2010-01-01,2010-04-01,WN
"Houston, TX","Reno, NV",2011-01-01,2011-04-01,WN
"Houston, TX","Reno, NV",2013-01-01,2013-04-01,WN
"Boston, MA (Metropolitan Area)","Grand Rapids, MI",2010-07-01,2010-10-01,DL
"Boston, MA (Metropolitan Area)","Grand Rapids, MI",2011-07-01,2011-10-01,DL
"Boston, MA (Metropolitan Area)","Grand Rapids, MI",2012-07-01,2012-10-01,FL
"Boston, MA (Metropolitan Area)","Grand Rapids, MI",2013-07-01,2013-10-01,DL
"Boston, MA (Metropolitan Area)","Grand Rapids, MI",2014-07-01,2014-10-01,DL
"Boston, MA (Metropolitan Area)","Grand Rapids, MI",2015-07-01,2015-10-01,DL
"Boston, MA (Metropolitan Area)","Grand Rapids, MI",2016-07-01,2016-10-01,DL
"Boston, MA (Metropolitan Area)","Grand Rapids, MI",2017-07-01,2017-10-01,DL
"Salt Lake City, UT","Tucson, AZ",2008-01-01,2008-04-01,DL
"Salt Lake City, UT","Tucson, AZ",2009-01-01,2009-04-01,DL
"Salt Lake City, UT","Tucson, AZ",2010-01-01,2010-04-01,DL
"Salt Lake City, UT","Tucson, AZ",2011-01-01,2011-04-01,DL
"Salt Lake City, UT","Tucson, AZ",2014-01-01,2014-04-01,DL
