city1,city2,start,end,carrier_low
"Chicago, IL","Sarasota/Bradenton, FL",2016-01-01,2016-04-01,AA
"Chicago, IL","Sarasota/Bradenton, FL",2017-01-01,2017-04-01,UA
"Chicago, IL","Sarasota/Bradenton, FL",2018-01-01,2018-04-01,AA
"Atlanta, GA (Metropolitan Area)","Rochester, NY",2008-01-01,2011-04-01,FL
"Atlanta, GA (Metropolitan Area)","Rochester, NY",2011-04-01,2011-07-01,DL
"Atlanta, GA (Metropolitan Area)","Rochester, NY",2011-07-01,2013-04-01,FL
"Atlanta, GA (Metropolitan Area)","Rochester, NY",2013-04-01,2013-07-01,DL
"Atlanta, GA (Metropolitan Area)","Rochester, NY",2013-07-01,2015-01-01,US
"Atlanta, GA (Metropolitan Area)","Rochester, NY",2015-01-01,2016-01-01,WN
"Atlanta, GA (Metropolitan Area)","Rochester, NY",2016-01-01,2016-04-01,AA
"Atlanta, GA (Metropolitan Area)","Rochester, NY",2016-04-01,2017-01-01,WN
"Atlanta, GA (Metropolitan Area)","Rochester, NY",2017-01-01,2017-04-01,AA
"Atlanta, GA (Metropolitan Area)","Rochester, NY",2017-04-01,2017-07-01,WN
"Atlanta, GA (Metropolitan Area)","Rochester, NY",2017-07-01,2017-10-01,DL
"Atlanta, GA (Metropolitan Area)","Rochester, NY",2017-10-01,2018-01-01,WN
"Atlanta, GA (Metropolitan Area)","Rochester, NY",2018-01-01,2018-07-01,UA
"Seattle, WA","Spokane, WA",2008-01-01,2012-01-01,WN
"Seattle, WA","Spokane, WA",2012-01-01,2014-10-01,AS
"Seattle, WA","Spokane, WA",2014-10-01,2015-07-01,DL
"Seattle, WA","Spokane, WA",2015-07-01,2016-01-01,AS
"Seattle, WA","Spokane, WA",2016-01-01,2016-07-01,DL
"Seattle, WA","Spokane, WA",2016-07-01,2016-10-01,AS
"Seattle, WA","Spokane, WA",2016-10-01,2017-01-01,DL
"Seattle, WA","Spokane, WA",2017-01-01,2017-07-01,AS
"Seattle, WA","Spokane, WA",2017-07-01,2017-10-01,DL
"Seattle, WA","Spokane, WA",2017-10-01,2018-04-01,AS
"Seattle, WA","Spokane, WA",2018-04-01,2018-07-01,DL
"Denver, CO","Pittsburgh, PA",2008-01-01,2008-07-01,AA
"Denver, CO","Pittsburgh, PA",2008-07-01,2009-01-01,US
"Denver, CO","Pittsburgh, PA",2009-01-01,2009-10-01,WN
"Denver, CO","Pittsburgh, PA",2009-10-01,2010-10-01,FL
"Denver, CO","Pittsburgh, PA",2010-10-01,2011-01-01,US
"Denver, CO","Pittsburgh, PA",2011-01-01,2015-07-01,WN
"Denver, CO","Pittsburgh, PA",2015-07-01,2016-01-01,AA
"Denver, CO","Pittsburgh, PA",2016-01-01,2016-07-01,WN
"Denver, CO","Pittsburgh, PA",2016-07-01,2017-01-01,F9
"Denver, CO","Pittsburgh, PA",2017-01-01,2017-04-01,WN
"Denver, CO","Pittsburgh, PA",2017-04-01,2017-10-01,F9
"Denver, CO","Pittsburgh, PA",2017-10-01,2018-04-01,WN
"Denver, CO","Pittsburgh, PA",2018-04-01,2018-07-01,F9
"Detroit, MI","Orlando, FL",2008-01-01,2008-04-01,WN
"Detroit, MI","Orlando, FL",2008-04-01,2009-04-01,NK
"Detroit, MI","Orlando, FL",2009-04-01,2009-10-01,FL
"Detroit, MI","Orlando, FL",2009-10-01,2010-07-01,NK
"Detroit, MI","Orlando, FL",2010-07-01,2010-10-01,FL
"Detroit, MI","Orlando, FL",2010-10-01,2011-10-01,NK
"Detroit, MI","Orlando, FL",2011-10-01,2012-01-01,FL
"Detroit, MI","Orlando, FL",2012-01-01,2016-10-01,NK
"Detroit, MI","Orlando, FL",2016-10-01,2017-04-01,F9
"Detroit, MI","Orlando, FL",2017-04-01,2017-07-01,NK
"Detroit, MI","Orlando, FL",2017-07-01,2018-01-01,F9
"Detroit, MI","Orlando, FL",2018-01-01,2018-07-01,NK
"Houston, TX","New Orleans, LA",2008-01-01,2018-07-01,WN
"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",2008-10-01,2009-01-01,CO
"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",2010-10-01,2011-01-01,AA
"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",2011-04-01,2011-07-01,WN
"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",2011-10-01,2013-07-01,WN
"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",2013-07-01,2013-10-01,DL
"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",2013-10-01,2018-04-01,WN
"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",2018-04-01,2018-07-01,AA
"New Orleans, LA","Seattle, WA",2008-01-01,2008-10-01,AA
"New Orleans, LA","Seattle, WA",2008-10-01,2009-01-01,DL
"New Orleans, LA","Seattle, WA",2009-01-01,2009-04-01,UA
"New Orleans, LA","Seattle, WA",2009-04-01,2010-04-01,AA
"New Orleans, LA","Seattle, WA",2010-04-01,2010-07-01,UA
"New Orleans, LA","Seattle, WA",2010-07-01,2010-10-01,DL
"New Orleans, LA","Seattle, WA",2010-10-01,2011-01-01,WN
"New Orleans, LA","Seattle, WA",2011-01-01,2011-07-01,AA
"New Orleans, LA","Seattle, WA",2011-07-01,2011-10-01,UA
"New Orleans, LA","Seattle, WA",2011-10-01,2012-04-01,AA
"New Orleans, LA","Seattle, WA",2012-04-01,2012-10-01,UA
"New Orleans, LA","Seattle, WA",2012-10-01,2013-07-01,WN
"New Orleans, LA","Seattle, WA",2013-07-01,2013-10-01,AA
"New Orleans, LA","Seattle, WA",2013-10-01,2014-01-01,WN
"New Orleans, LA","Seattle, WA",2014-01-01,2014-07-01,F9
"New Orleans, LA","Seattle, WA",2014-07-01,2015-01-01,AS
"New Orleans, LA","Seattle, WA",2015-01-01,2015-10-01,DL
"New Orleans, LA","Seattle, WA",2015-10-01,2016-01-01,WN
"New Orleans, LA","Seattle, WA",2016-01-01,2016-04-01,UA
"New Orleans, LA","Seattle, WA",2016-04-01,2017-07-01,WN
"New Orleans, LA","Seattle, WA",2017-07-01,2017-10-01,UA
"New Orleans, LA","Seattle, WA",2017-10-01,2018-07-01,WN
"New Orleans, LA","Raleigh/Durham, NC",2008-10-01,2009-04-01,DL
"New Orleans, LA","Raleigh/Durham, NC",2009-04-01,2011-07-01,FL
"New Orleans, LA","Raleigh/Durham, NC",2011-10-01,2012-01-01,FL
"New Orleans, LA","Raleigh/Durham, NC",2012-01-01,2012-04-01,DL
"New Orleans, LA","Raleigh/Durham, NC",2012-04-01,2012-07-01,FL
"New Orleans, LA","Raleigh/Durham, NC",2012-10-01,2013-04-01,DL
"New Orleans, LA","Raleigh/Durham, NC",2013-04-01,2013-07-01,FL
"New Orleans, LA","Raleigh/Durham, NC",2014-10-01,2015-01-01,US
"New Orleans, LA","Raleigh/Durham, NC",2015-01-01,2015-04-01,WN
"New Orleans, LA","Raleigh/Durham, NC",2015-10-01,2016-07-01,WN
"New Orleans, LA","Raleigh/Durham, NC",2016-10-01,2017-01-01,WN
"New Orleans, LA","Raleigh/Durham, NC",2017-01-01,2017-07-01,G4
"New Orleans, LA","Raleigh/Durham, NC",2017-07-01,2017-10-01,WN
"New Orleans, LA","Raleigh/Durham, NC",2017-10-01,2018-07-01,G4
"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",2008-01-01,2012-07-01,WN
"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",2012-07-01,2012-10-01,US
"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",2012-10-01,2013-07-01,WN
"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",2013-07-01,2014-04-01,DL
"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",2014-04-01,2014-07-01,US
"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",2014-07-01,2014-10-01,DL
"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",2014-10-01,2015-01-01,US
"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",2015-01-01,2015-04-01,DL
"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",2015-04-01,2015-07-01,US
"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",2015-07-01,2016-10-01,DL
"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",2016-10-01,2017-07-01,AA
"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",2017-10-01,2018-01-01,AA
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2008-01-01,2010-10-01,WN
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2010-10-01,2011-01-01,DL
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2011-01-01,2011-04-01,WN
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2011-04-01,2011-07-01,DL
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2011-07-01,2012-01-01,WN
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2012-01-01,2012-04-01,DL
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2012-04-01,2013-01-01,WN
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2013-01-01,2014-01-01,DL
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2014-01-01,2014-07-01,WN
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2014-10-01,2015-01-01,DL
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2015-01-01,2015-07-01,WN
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2015-10-01,2016-01-01,DL
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2016-01-01,2016-07-01,WN
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2016-10-01,2017-01-01,DL
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2017-01-01,2017-04-01,WN
"Norfolk, VA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2017-10-01,2018-07-01,G4
"Hartford, CT","Miami, FL (Metropolitan Area)",2008-01-01,2008-10-01,WN
"Hartford, CT","Miami, FL (Metropolitan Area)",2008-10-01,2009-04-01,DL
"Hartford, CT","Miami, FL (Metropolitan Area)",2009-04-01,2009-07-01,AA
"Hartford, CT","Miami, FL (Metropolitan Area)",2009-07-01,2009-10-01,US
"Hartford, CT","Miami, FL (Metropolitan Area)",2009-10-01,2010-01-01,WN
"Hartford, CT","Miami, FL (Metropolitan Area)",2010-01-01,2010-04-01,DL
"Hartford, CT","Miami, FL (Metropolitan Area)",2010-04-01,2010-07-01,WN
"Hartford, CT","Miami, FL (Metropolitan Area)",2010-07-01,2010-10-01,DL
"Hartford, CT","Miami, FL (Metropolitan Area)",2010-10-01,2011-01-01,B6
"Hartford, CT","Miami, FL (Metropolitan Area)",2011-01-01,2017-07-01,WN
"Hartford, CT","Miami, FL (Metropolitan Area)",2017-07-01,2017-10-01,NK
"Hartford, CT","Miami, FL (Metropolitan Area)",2017-10-01,2018-01-01,WN
"Hartford, CT","Miami, FL (Metropolitan Area)",2018-01-01,2018-07-01,NK
"Denver, CO","Las Vegas, NV",2008-01-01,2008-07-01,WN
"Denver, CO","Las Vegas, NV",2008-07-01,2009-01-01,F9
"Denver, CO","Las Vegas, NV",2009-01-01,2009-04-01,WN
"Denver, CO","Las Vegas, NV",2009-04-01,2010-01-01,F9
"Denver, CO","Las Vegas, NV",2010-01-01,2010-04-01,WN
"Denver, CO","Las Vegas, NV",2010-04-01,2011-01-01,F9
"Denver, CO","Las Vegas, NV",2011-01-01,2012-07-01,WN
"Denver, CO","Las Vegas, NV",2012-07-01,2012-10-01,F9
"Denver, CO","Las Vegas, NV",2012-10-01,2013-04-01,WN
"Denver, CO","Las Vegas, NV",2013-04-01,2014-01-01,NK
"Denver, CO","Las Vegas, NV",2014-01-01,2014-04-01,F9
"Denver, CO","Las Vegas, NV",2014-04-01,2014-07-01,NK
"Denver, CO","Las Vegas, NV",2014-07-01,2016-04-01,F9
"Denver, CO","Las Vegas, NV",2016-04-01,2016-10-01,NK
"Denver, CO","Las Vegas, NV",2016-10-01,2018-01-01,F9
"Denver, CO","Las Vegas, NV",2018-01-01,2018-04-01,WN
"Denver, CO","Las Vegas, NV",2018-04-01,2018-07-01,F9
"Buffalo, NY","Phoenix, AZ",2008-01-01,2008-04-01,WN
"Buffalo, NY","Phoenix, AZ",2008-04-01,2008-07-01,DL
"Buffalo, NY","Phoenix, AZ",2008-07-01,2008-10-01,WN
"Buffalo, NY","Phoenix, AZ",2008-10-01,2009-04-01,DL
"Buffalo, NY","Phoenix, AZ",2009-04-01,2009-07-01,FL
"Buffalo, NY","Phoenix, AZ",2009-07-01,2009-10-01,UA
"Buffalo, NY","Phoenix, AZ",2009-10-01,2010-10-01,DL
"Buffalo, NY","Phoenix, AZ",2010-10-01,2011-01-01,FL
"Buffalo, NY","Phoenix, AZ",2011-01-01,2012-01-01,DL
"Buffalo, NY","Phoenix, AZ",2012-01-01,2012-04-01,B6
"Buffalo, NY","Phoenix, AZ",2012-04-01,2013-01-01,DL
"Buffalo, NY","Phoenix, AZ",2013-01-01,2013-04-01,UA
"Buffalo, NY","Phoenix, AZ",2013-04-01,2014-01-01,DL
"Buffalo, NY","Phoenix, AZ",2014-01-01,2014-04-01,WN
"Buffalo, NY","Phoenix, AZ",2014-04-01,2014-10-01,DL
"Buffalo, NY","Phoenix, AZ",2014-10-01,2015-01-01,WN
"Buffalo, NY","Phoenix, AZ",2015-01-01,2015-07-01,DL
"Buffalo, NY","Phoenix, AZ",2015-07-01,2016-01-01,AA
"Buffalo, NY","Phoenix, AZ",2016-01-01,2016-04-01,WN
"Buffalo, NY","Phoenix, AZ",2016-04-01,2016-07-01,B6
"Buffalo, NY","Phoenix, AZ",2016-07-01,2016-10-01,WN
"Buffalo, NY","Phoenix, AZ",2016-10-01,2017-01-01,UA
"Buffalo, NY","Phoenix, AZ",2017-01-01,2017-04-01,WN
"Buffalo, NY","Phoenix, AZ",2017-04-01,2017-07-01,DL
"Buffalo, NY","Phoenix, AZ",2017-07-01,2018-04-01,WN
"Buffalo, NY","Phoenix, AZ",2018-04-01,2018-07-01,DL
"Indianapolis, IN","Orlando, FL",2008-01-01,2008-04-01,NW
"Indianapolis, IN","Orlando, FL",2008-04-01,2008-07-01,WN
"Indianapolis, IN","Orlando, FL",2008-07-01,2008-10-01,NW
"Indianapolis, IN","Orlando, FL",2008-10-01,2009-01-01,FL
"Indianapolis, IN","Orlando, FL",2009-01-01,2009-04-01,NW
"Indianapolis, IN","Orlando, FL",2009-04-01,2009-07-01,WN
"Indianapolis, IN","Orlando, FL",2009-07-01,2010-01-01,FL
"Indianapolis, IN","Orlando, FL",2010-01-01,2010-07-01,WN
"Indianapolis, IN","Orlando, FL",2010-07-01,2011-01-01,FL
"Indianapolis, IN","Orlando, FL",2011-01-01,2011-07-01,WN
"Indianapolis, IN","Orlando, FL",2011-07-01,2012-01-01,FL
"Indianapolis, IN","Orlando, FL",2012-01-01,2012-04-01,WN
"Indianapolis, IN","Orlando, FL",2012-04-01,2013-07-01,FL
"Indianapolis, IN","Orlando, FL",2013-07-01,2013-10-01,DL
"Indianapolis, IN","Orlando, FL",2013-10-01,2014-01-01,FL
"Indianapolis, IN","Orlando, FL",2014-01-01,2015-10-01,WN
"Indianapolis, IN","Orlando, FL",2015-10-01,2016-04-01,F9
"Indianapolis, IN","Orlando, FL",2016-04-01,2017-04-01,WN
"Indianapolis, IN","Orlando, FL",2017-04-01,2018-07-01,F9
"Kansas City, MO","New Orleans, LA",2008-10-01,2009-01-01,NW
"Kansas City, MO","New Orleans, LA",2009-01-01,2009-07-01,CO
"Kansas City, MO","New Orleans, LA",2009-07-01,2009-10-01,DL
"Kansas City, MO","New Orleans, LA",2009-10-01,2010-04-01,CO
"Kansas City, MO","New Orleans, LA",2010-04-01,2010-10-01,YX
"Kansas City, MO","New Orleans, LA",2010-10-01,2012-04-01,F9
"Kansas City, MO","New Orleans, LA",2012-04-01,2012-07-01,AA
"Kansas City, MO","New Orleans, LA",2012-07-01,2013-01-01,UA
"Kansas City, MO","New Orleans, LA",2013-01-01,2013-07-01,AA
"Kansas City, MO","New Orleans, LA",2013-07-01,2013-10-01,DL
"Kansas City, MO","New Orleans, LA",2013-10-01,2014-01-01,FL
"Kansas City, MO","New Orleans, LA",2014-01-01,2014-04-01,UA
"Kansas City, MO","New Orleans, LA",2014-04-01,2014-10-01,WN
"Kansas City, MO","New Orleans, LA",2014-10-01,2015-01-01,UA
"Kansas City, MO","New Orleans, LA",2015-01-01,2015-04-01,US
"Kansas City, MO","New Orleans, LA",2015-04-01,2015-07-01,WN
"Kansas City, MO","New Orleans, LA",2015-07-01,2015-10-01,AA
"Kansas City, MO","New Orleans, LA",2015-10-01,2016-04-01,DL
"Kansas City, MO","New Orleans, LA",2016-04-01,2018-07-01,WN
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2008-01-01,2008-10-01,WN
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2008-10-01,2009-01-01,F9
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2009-01-01,2009-04-01,US
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2009-04-01,2009-07-01,F9
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2009-07-01,2009-10-01,WN
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2009-10-01,2010-01-01,DL
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2010-01-01,2010-04-01,US
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2010-04-01,2010-07-01,DL
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2010-07-01,2010-10-01,WN
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2010-10-01,2011-01-01,DL
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2011-01-01,2014-01-01,WN
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2014-01-01,2014-07-01,AA
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2014-07-01,2018-01-01,WN
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2018-01-01,2018-04-01,UA
"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",2018-04-01,2018-07-01,AS
"Miami, FL (Metropolitan Area)","Portland, OR",2008-01-01,2008-04-01,WN
"Miami, FL (Metropolitan Area)","Portland, OR",2008-04-01,2009-10-01,CO
"Miami, FL (Metropolitan Area)","Portland, OR",2009-10-01,2010-01-01,DL
"Miami, FL (Metropolitan Area)","Portland, OR",2010-01-01,2010-04-01,CO
"Miami, FL (Metropolitan Area)","Portland, OR",2010-04-01,2011-01-01,WN
"Miami, FL (Metropolitan Area)","Portland, OR",2011-01-01,2011-04-01,CO
"Miami, FL (Metropolitan Area)","Portland, OR",2011-04-01,2011-07-01,WN
"Miami, FL (Metropolitan Area)","Portland, OR",2011-07-01,2011-10-01,CO
"Miami, FL (Metropolitan Area)","Portland, OR",2011-10-01,2012-04-01,AA
"Miami, FL (Metropolitan Area)","Portland, OR",2012-04-01,2013-01-01,UA
"Miami, FL (Metropolitan Area)","Portland, OR",2013-01-01,2013-07-01,WN
"Miami, FL (Metropolitan Area)","Portland, OR",2013-07-01,2014-04-01,UA
"Miami, FL (Metropolitan Area)","Portland, OR",2014-04-01,2014-07-01,US
"Miami, FL (Metropolitan Area)","Portland, OR",2014-07-01,2016-04-01,UA
"Miami, FL (Metropolitan Area)","Portland, OR",2016-04-01,2017-07-01,WN
"Miami, FL (Metropolitan Area)","Portland, OR",2017-07-01,2018-07-01,UA
"Las Vegas, NV","Richmond, VA",2008-01-01,2008-10-01,FL
"Las Vegas, NV","Richmond, VA",2008-10-01,2009-04-01,CO
"Las Vegas, NV","Richmond, VA",2009-04-01,2010-01-01,FL
"Las Vegas, NV","Richmond, VA",2010-01-01,2010-04-01,CO
"Las Vegas, NV","Richmond, VA",2010-04-01,2011-10-01,FL
"Las Vegas, NV","Richmond, VA",2012-01-01,2013-04-01,FL
"Las Vegas, NV","Richmond, VA",2013-07-01,2013-10-01,FL
"Las Vegas, NV","Richmond, VA",2014-01-01,2014-10-01,FL
"Las Vegas, NV","Richmond, VA",2014-10-01,2016-01-01,WN
"Las Vegas, NV","Richmond, VA",2016-04-01,2016-10-01,WN
"Las Vegas, NV","Richmond, VA",2017-01-01,2018-04-01,WN
"Hartford, CT","Houston, TX",2008-01-01,2008-04-01,US
"Hartford, CT","Houston, TX",2008-04-01,2008-10-01,WN
"Hartford, CT","Houston, TX",2008-10-01,2009-04-01,DL
"Hartford, CT","Houston, TX",2009-04-01,2009-07-01,CO
"Hartford, CT","Houston, TX",2009-07-01,2010-01-01,DL
"Hartford, CT","Houston, TX",2010-04-01,2010-07-01,UA
"Hartford, CT","Houston, TX",2010-07-01,2011-01-01,DL
"Hartford, CT","Houston, TX",2011-01-01,2011-10-01,WN
"Hartford, CT","Houston, TX",2011-10-01,2012-04-01,DL
"Hartford, CT","Houston, TX",2012-04-01,2012-07-01,UA
"Hartford, CT","Houston, TX",2012-07-01,2013-01-01,DL
"Hartford, CT","Houston, TX",2013-01-01,2013-07-01,WN
"Hartford, CT","Houston, TX",2014-04-01,2016-01-01,WN
"Hartford, CT","Houston, TX",2016-04-01,2017-04-01,WN
"Hartford, CT","Houston, TX",2017-10-01,2018-07-01,WN
"Phoenix, AZ","Tulsa, OK",2008-01-01,2008-07-01,DL
"Phoenix, AZ","Tulsa, OK",2008-07-01,2009-04-01,AA
"Phoenix, AZ","Tulsa, OK",2009-04-01,2009-07-01,DL
"Phoenix, AZ","Tulsa, OK",2009-07-01,2009-10-01,F9
"Phoenix, AZ","Tulsa, OK",2009-10-01,2010-01-01,DL
"Phoenix, AZ","Tulsa, OK",2010-01-01,2010-04-01,F9
"Phoenix, AZ","Tulsa, OK",2010-04-01,2010-10-01,DL
"Phoenix, AZ","Tulsa, OK",2010-10-01,2011-01-01,AA
"Phoenix, AZ","Tulsa, OK",2011-01-01,2011-04-01,WN
"Phoenix, AZ","Tulsa, OK",2011-04-01,2011-07-01,CO
"Phoenix, AZ","Tulsa, OK",2011-10-01,2012-01-01,DL
"Phoenix, AZ","Tulsa, OK",2012-01-01,2012-04-01,UA
"Phoenix, AZ","Tulsa, OK",2012-04-01,2012-07-01,AA
"Phoenix, AZ","Tulsa, OK",2012-07-01,2012-10-01,UA
"Phoenix, AZ","Tulsa, OK",2012-10-01,2013-04-01,AA
"Phoenix, AZ","Tulsa, OK",2013-04-01,2013-07-01,DL
"Phoenix, AZ","Tulsa, OK",2013-07-01,2014-04-01,WN
"Phoenix, AZ","Tulsa, OK",2014-04-01,2014-07-01,AA
"Phoenix, AZ","Tulsa, OK",2014-10-01,2015-01-01,UA
"Phoenix, AZ","Tulsa, OK",2015-01-01,2015-04-01,WN
"Phoenix, AZ","Tulsa, OK",2015-04-01,2015-07-01,UA
"Phoenix, AZ","Tulsa, OK",2015-10-01,2016-04-01,WN
"Phoenix, AZ","Tulsa, OK",2016-10-01,2017-01-01,UA
"Phoenix, AZ","Tulsa, OK",2017-01-01,2017-07-01,WN
"Phoenix, AZ","Tulsa, OK",2017-10-01,2018-01-01,WN
"Phoenix, AZ","Tulsa, OK",2018-01-01,2018-04-01,AA
"Little Rock, AR","Washington, DC (Metropolitan Area)",2008-01-01,2009-04-01,WN
"Little Rock, AR","Washington, DC (Metropolitan Area)",2009-04-01,2009-10-01,NW
"Little Rock, AR","Washington, DC (Metropolitan Area)",2009-10-01,2010-04-01,WN
"Little Rock, AR","Washington, DC (Metropolitan Area)",2010-04-01,2010-07-01,AA
"Little Rock, AR","Washington, DC (Metropolitan Area)",2010-07-01,2010-10-01,WN
"Little Rock, AR","Washington, DC (Metropolitan Area)",2010-10-01,2011-01-01,DL
"Little Rock, AR","Washington, DC (Metropolitan Area)",2011-01-01,2011-04-01,WN
"Little Rock, AR","Washington, DC (Metropolitan Area)",2011-04-01,2011-10-01,AA
"Little Rock, AR","Washington, DC (Metropolitan Area)",2011-10-01,2012-07-01,DL
"Little Rock, AR","Washington, DC (Metropolitan Area)",2012-07-01,2012-10-01,US
"Little Rock, AR","Washington, DC (Metropolitan Area)",2012-10-01,2013-04-01,DL
"Little Rock, AR","Washington, DC (Metropolitan Area)",2013-04-01,2013-10-01,AA
"Little Rock, AR","Washington, DC (Metropolitan Area)",2013-10-01,2014-01-01,UA
"Little Rock, AR","Washington, DC (Metropolitan Area)",2014-01-01,2014-04-01,DL
"Little Rock, AR","Washington, DC (Metropolitan Area)",2014-04-01,2016-01-01,WN
"Little Rock, AR","Washington, DC (Metropolitan Area)",2016-01-01,2016-04-01,DL
"Little Rock, AR","Washington, DC (Metropolitan Area)",2016-04-01,2018-07-01,WN
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",2008-01-01,2009-10-01,WN
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",2009-10-01,2010-01-01,US
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",2010-01-01,2010-04-01,WN
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",2010-04-01,2010-07-01,UA
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",2010-07-01,2013-07-01,WN
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",2013-07-01,2014-01-01,UA
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",2014-01-01,2016-01-01,WN
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",2016-01-01,2016-04-01,DL
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",2016-04-01,2016-07-01,WN
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",2016-07-01,2017-10-01,DL
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",2017-10-01,2018-07-01,WN
"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",2008-01-01,2011-04-01,FL
"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",2011-04-01,2011-07-01,DL
"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",2011-07-01,2014-01-01,FL
"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",2014-01-01,2014-04-01,DL
"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",2014-04-01,2014-07-01,WN
"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",2014-07-01,2014-10-01,FL
"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",2014-10-01,2018-07-01,WN
